Indice,Dispositivo,TipologiaAttacco,RMSE:
3560,2,0,0.13610724949219272
3561,2,0,0.1472651671958752
3562,2,0,0.08349849370242873
3563,2,0,0.1374955613787237
3564,2,0,0.11130932255103276
3565,2,0,0.12058896901545389
3566,2,0,0.13645247004354236
3567,2,0,0.07989068982149104
3568,2,0,0.12538198056983438
3569,2,0,0.14372878276609918
3570,2,0,0.1225368376697197
3571,2,0,0.08450963754583328
3572,2,0,0.08535162101328259
3573,2,0,0.0802630517421056
3574,2,0,0.08509770451452842
3575,2,0,0.08135409070817388
3576,2,0,0.10692922326812797
3577,2,0,0.14329413790912876
3578,2,0,0.07948918377465476
3579,2,0,0.11575745886353242
3580,2,0,0.0849154211757576
3581,2,0,0.08352063829781592
3582,2,0,0.08034014163311481
3583,2,0,0.10753889856029747
3584,2,0,0.2554332836021978
3585,2,0,0.12470514284599814
3586,2,0,0.1204268325433155
3587,2,0,0.12116907171919199
3588,2,0,0.11216665327278047
3589,2,0,0.12279455288824355
3590,2,0,0.10620712844780232
3591,2,0,0.10562455430612953
3592,2,0,0.10552191923055344
3593,2,0,0.2154618876249591
3594,2,0,0.17922249154697897
3595,2,0,0.08102462849115842
3596,2,0,0.12287213957177863
3597,2,0,0.08428776473525323
3598,2,0,0.10652163959878608
3599,2,0,0.1295787095662245
3600,2,0,0.18881677015382117
3601,2,0,0.12278586408818316
3602,2,0,0.16379337555934334
3603,2,0,0.12406203869711552
3604,2,0,0.12277604063580598
3605,2,0,0.10760460785953993
3606,2,0,0.124081551852284
3607,2,0,0.15457569828009823
3608,2,0,0.11459176425676557
3609,2,0,0.12277830480674376
3610,2,0,0.1530280325624662
3611,2,0,0.111218155551834
3612,2,0,0.08449028401783219
3613,2,0,0.07980800837916076
3614,2,0,0.10032742259751827
3615,2,0,0.08843296939951896
3616,2,0,0.150427684357117
3617,2,0,0.0799662612349088
3618,2,0,0.10644713442978995
3619,2,0,0.12378649424216677
3620,2,0,0.08434683973120857
3621,2,0,0.12407548480893447
3622,2,0,0.12375991230972835
3623,2,0,0.08284030648412032
3624,2,0,0.10573317353935897
3625,2,0,0.12276498883921533
3626,2,0,0.08401870927225395
3627,2,0,0.0799180464321924
3628,2,0,0.14292380139165198
3629,2,0,0.12277827411275573
3630,2,0,0.2075747382329903
3631,2,0,0.08500331979729608
3632,2,0,0.07993514989677608
3633,2,0,0.1407066814928266
3634,2,0,0.1420754027957746
3635,2,0,0.137582560303363
3636,2,0,0.08024069629622489
3637,2,0,0.13721534961691875
3638,2,0,0.0799244729868072
3639,2,0,0.14449694520061748
3640,2,0,0.12410796431218324
3641,2,0,0.10402483517004707
3642,2,0,0.1465984008258422
3643,2,0,0.14644743514266462
3644,2,0,0.1223414123204918
3645,2,0,0.07982363100642852
3646,2,0,0.2815027463702822
3647,2,0,0.10662503152906708
3648,2,0,0.15069139058153644
3649,2,0,0.1778295812421279
3650,2,0,0.10922385028365078
3651,2,0,0.10766438714986191
3652,2,0,0.10570978365928244
3653,2,0,0.14727958509046124
3654,2,0,0.15071746579580148
3655,2,0,0.09288741476818184
3656,2,0,0.11336907333551013
3657,2,0,0.12293639024930444
3658,2,0,0.14201285315518972
3659,2,0,0.2510238443838712
3660,2,0,0.12408396930528416
3661,2,0,0.08771240361475537
3662,2,0,0.21910081394603445
3663,2,0,0.11596603726769784
3664,2,0,0.20789487951891564
3665,2,0,0.10663117715089165
3666,2,0,0.12277147060857663
3667,2,0,0.08572657315715854
3668,2,0,0.10731866716303982
3669,2,0,0.12116540274363347
3670,2,0,0.08643811622625822
3671,2,0,0.08041468590745983
3672,2,0,0.14272835092907726
3673,2,0,0.14131000234521415
3674,2,0,0.1342366753135477
3675,2,0,0.12783770146507478
