Maligno,Dispositivo,TipologiaAttacco,RMSE:
0,1,0,0.23355818172857548
0,1,0,0.27669594816496546
0,1,0,0.30313121904939166
0,1,0,0.33161078446967823
0,1,0,0.23827263965029016
0,1,0,0.3319066456767332
0,1,0,0.33934593210535413
0,1,0,0.24847016773352332
0,1,0,0.34299373390256116
0,1,0,0.22379572851339324
0,1,0,0.23699088889926367
0,1,0,0.23957108443793204
0,1,0,0.29318891293712723
0,1,0,0.23049385371591474
0,1,0,0.2650224266239381
0,1,0,0.23348547293621405
0,1,0,0.3212274148052258
0,1,0,0.22636838121199881
0,1,0,0.3307875035918458
0,1,0,0.2499964370054245
0,1,0,0.30279373538862514
0,1,0,0.3003430290729599
0,1,0,0.2289293372298338
0,1,0,0.3033690621666474
0,1,0,0.19825223451081833
0,1,0,0.2236968682435221
0,1,0,0.2594121451133688
0,1,0,0.3424401715056627
0,1,0,0.30415295364446937
0,1,0,0.3356399162665777
0,1,0,0.21488652313902126
0,1,0,0.28389822624870953
0,1,0,0.32658055605346625
0,1,0,0.2324214290600421
0,1,0,0.26509291516462197
0,1,0,0.2809135732130473
0,1,0,0.283912224527087
0,1,0,0.2430261579933401
0,1,0,0.2358108245616025
0,1,0,0.3032083007536759
0,1,0,0.22777170691253432
0,1,0,0.3373966073571474
0,1,0,0.24160493745719097
0,1,0,0.3382712391681109
0,1,0,0.26486076658801466
0,1,0,0.21326385318834148
0,1,0,0.343770462294045
0,1,0,0.3245244524835711
0,1,0,0.21200782102823948
0,1,0,0.30770342623560026
0,1,0,0.31407324928485436
0,1,0,0.2463141273237792
0,1,0,0.3063311370251453
0,1,0,0.3055960877648747
0,1,0,0.34144832464270525
0,1,0,0.22920597180334562
0,1,0,0.2729680923616277
0,1,0,0.2843204398491416
0,1,0,0.32786522227692955
0,1,0,0.24084600416938798
0,1,0,0.3438014481954426
0,1,0,0.2843188922511462
0,1,0,0.2754866122336524
0,1,0,0.3512387260706386
0,1,0,0.30087770149379317
0,1,0,0.32342444900089595
0,1,0,0.27762836232202176
0,1,0,0.29413997170619
0,1,0,0.254666685870191
0,1,0,0.2788933878361129
0,1,0,0.2954965948379281
0,1,0,0.3754939186925783
0,1,0,0.33767128165407834
0,1,0,0.23483473170246563
0,1,0,0.281961047213222
0,1,0,0.3005680930592592
0,1,0,0.28525758825990116
0,1,0,0.20802349611756657
0,1,0,0.23888286934875905
0,1,0,0.22454823660743042
0,1,0,0.28655771899410604
0,1,0,0.29607207928477747
0,1,0,0.227654430090305
0,1,0,0.3071868940246492
0,1,0,0.3040461775996154
0,1,0,0.31155871458252504
0,1,0,0.23725384949400088
0,1,0,0.30647686701654553
0,1,0,0.24276108604172533
0,1,0,0.36123506259389315
0,1,0,0.2454378728765094
0,1,0,0.2995362215992834
0,1,0,0.298945007372919
0,1,0,0.3237681974643398
0,1,0,0.30366475539903975
0,1,0,0.2904465402854066
0,1,0,0.34570225020461837
0,1,0,0.28388739836428384
0,1,0,0.2558392708642596
0,1,0,0.26951503875002797
0,1,0,0.22920719750998775
0,1,0,0.35329483608499773
0,1,0,0.22909940487190994
0,1,0,0.2436621931944534
0,1,0,0.33917002822295766
0,1,0,0.30127146881854977
0,1,0,0.27201488511486877
0,1,0,0.2391313316678416
0,1,0,0.3278959510945581
0,1,0,0.28158653158762414
0,1,0,0.3485716383799947
0,1,0,0.3001650760202064
0,1,0,0.24268137219971667
0,1,0,0.2624461036882716
0,1,0,0.26369738005089294
0,1,0,0.22665468053418417
0,1,0,0.2563608028759708
0,1,0,0.2335145660779467
0,1,0,0.27658067865029085
0,1,0,0.2870801860395504
0,1,0,0.24539209671968432
0,1,0,0.23996283255974346
0,1,0,0.3180230360124247
0,1,0,0.28533934549057255
0,1,0,0.23397765085749686
0,1,0,0.22272069309304562
0,1,0,0.3162596663669401
0,1,0,0.3418048695410217
0,1,0,0.2414589529408938
0,1,0,0.3249346826949031
0,1,0,0.34260984354420415
0,1,0,0.2999086537278436
0,1,0,0.30629674195006623
0,1,0,0.29494544249242116
0,1,0,0.22895740333948864
0,1,0,0.2763300306871063
0,1,0,0.3269482982312154
0,1,0,0.24973190015213853
0,1,0,0.28454478821815593
0,1,0,0.33823111960043595
0,1,0,0.26256181525797706
0,1,0,0.23093003781990654
0,1,0,0.25055157185640703
0,1,0,0.3119651771131674
0,1,0,0.304850454728261
0,1,0,0.3006700742696048
0,1,0,0.23843991258415848
0,1,0,0.2629494644325913
0,1,0,0.3122204313096708
0,1,0,0.27764217777045563
0,1,0,0.2256463931518259
0,1,0,0.3085442763627391
0,1,0,0.2999051133081802
0,1,0,0.2850853633161886
0,1,0,0.30291175403547566
0,1,0,0.25836835444596146
0,1,0,0.3048132704433704
0,1,0,0.3452745152680416
0,1,0,0.30134174436488875
0,1,0,0.29241609571263205
0,1,0,0.2856827973243526
0,1,0,0.3008781833217401
0,1,0,0.2112520918155511
0,1,0,0.34555740549256614
0,1,0,0.34312323677857287
0,1,0,0.3414951201780122
0,1,0,0.3047999753723606
0,1,0,0.342901576697066
0,1,0,0.308273180205793
0,1,0,0.23377768372311086
0,1,0,0.28659061308617473
0,1,0,0.2845820030586935
0,1,0,0.27848479057095604
0,1,0,0.2838855009955435
0,1,0,0.2506419542989387
0,1,0,0.3249274130998097
0,1,0,0.23954454477204473
0,1,0,0.21545365153648977
0,1,0,0.32717461656558694
0,1,0,0.2191273681141414
0,1,0,0.30831356424316536
0,1,0,0.28135881661878354
0,1,0,0.28519506811649414
0,1,0,0.2855644242414653
0,1,0,0.30790987985425033
0,1,0,0.3121944469398631
0,1,0,0.2992437442783659
0,1,0,0.24209250758249415
0,1,0,0.29871003093895004
0,1,0,0.3062457415919448
0,1,0,0.32537390452356574
0,1,0,0.2425384016233988
0,1,0,0.33652388364671926
0,1,0,0.26265430890822644
0,1,0,0.23625288443343842
0,1,0,0.2667861968660131
0,1,0,0.26007116267736824
0,1,0,0.2888649935989687
0,1,0,0.32049743794716457
0,1,0,0.20277037205152823
0,1,0,0.27384186250992687
0,1,0,0.3292098953996646
0,1,0,0.2701428048225352
0,1,0,0.2623133194652707
0,1,0,0.3008238370327033
0,1,0,0.2826443525800878
0,1,0,0.3432903050849939
0,1,0,0.2991903437408844
0,1,0,0.2667434927742153
0,1,0,0.22452489302813583
0,1,0,0.21647078628096844
0,1,0,0.31578186874105446
0,1,0,0.22967156927698368
0,1,0,0.3013673739747598
0,1,0,0.2790868534900976
0,1,0,0.24481200809126086
0,1,0,0.3020336622634272
0,1,0,0.3234271057262864
0,1,0,0.2787184818241224
0,1,0,0.28146724254749156
0,1,0,0.3313921644011672
0,1,0,0.25557252099577255
0,1,0,0.340286836338936
0,1,0,0.3008940639181731
