Indice,Dispositivo,TipologiaAttacco,RMSE:
65870,2,3,11.964834226967122
65874,2,3,9.915682663235483
65890,2,3,12.522065072641936
65893,2,3,11.677027534769287
65905,2,3,11.738640655745318
65919,2,3,12.125794623799877
65926,2,3,4.0534446762323855
65927,2,3,12.292837416881232
65938,2,3,12.15650148268175
65972,2,3,11.20643050018166
65984,2,3,12.184092349601361
65991,2,3,10.955636206279038
66007,2,3,5.797108475081598
66022,2,0,0.046266326603249634
66033,2,3,10.665714104373286
66039,2,4,0.07561392348302817
66040,2,4,0.07561392348302817
66045,2,4,0.07561392348302817
66046,2,3,11.766412364479947
66047,2,4,0.07561392348302817
66052,2,4,0.07561392348302817
66053,2,0,0.24404177939514385
66054,2,1,46.5802985319126
66057,2,1,105.3628544943409
66061,2,4,0.07561392348302817
66064,2,3,10.322215173306105
66068,2,1,27.13001707156965
66069,2,3,12.479528736626065
66070,2,4,0.07561392348302817
66072,2,4,0.07561391702656345
66073,2,1,33.96670468044243
66078,2,0,0.04769214900101373
66079,2,3,10.275226988306269
66081,2,4,0.07561392348302817
66082,2,4,0.07561392348302817
66083,2,3,9.76798139692182
66085,2,4,0.07561392348302817
66088,2,1,87.20887641846178
66091,2,0,0.04719118922617824
66092,2,1,76.15868050826904
66093,2,4,0.07561392348302817
66095,2,4,0.07561392348302817
66096,2,4,0.07561392348302817
66098,2,4,0.07561392348302817
66099,2,3,7.059893704092399
66100,2,3,11.520803603024163
66103,2,0,0.04512470415914122
66107,2,3,11.131595739573301
66108,2,1,87.5209284491396
66110,2,1,55.21053651116527
66111,2,0,0.04461795638823037
66112,2,4,0.07561392348302817
66113,2,4,0.07561392348302817
66114,2,4,0.07561392348302817
66116,2,1,96.47799707632235
66118,2,1,79.24645965290149
66119,2,4,0.07561392348302817
66121,2,4,0.07561392348302817
66122,2,1,26.662131554478048
66123,2,4,0.07561391702656345
66126,2,4,0.07561392348302817
66127,2,0,0.041133189385321574
66128,2,1,88.55786033834302
66130,2,4,0.0756139398394726
66136,2,1,81.51369512898962
66137,2,4,0.07561392348302817
66141,2,3,12.2358677351022
66144,2,1,105.15324851706
66145,2,3,12.069983856178913
66147,2,1,34.33671434850611
66149,2,4,0.07561392348302817
66150,2,4,0.07561392348302817
66154,2,1,65.53780837008456
66155,2,4,0.07561392348302817
66156,2,4,0.07561392348302817
66158,2,4,0.07561391702656345
66161,2,4,0.07561392348302817
66165,2,1,25.692710455971838
66166,2,3,12.15478228904249
66167,2,1,91.44886086044357
66171,2,1,55.656093316064094
66173,2,4,0.07561392348302817
66177,2,4,0.07561392348302817
66178,2,0,0.046248176466623166
66179,2,1,63.53348283053965
66180,2,3,11.314972553120487
66181,2,4,0.07561392348302817
66182,2,4,0.07561391702656345
66183,2,1,98.55008555542142
66185,2,4,0.07561392348302817
66188,2,1,46.35224989096332
66189,2,4,0.07561392348302817
66191,2,3,12.216423967894608
66193,2,3,11.904857549744657
66194,2,4,0.0756139398394726
66195,2,1,91.33571433115371
66196,2,3,11.927211463318887
66197,2,3,5.046401742112304
66198,2,1,90.28399818765179
66200,2,5,0.07561391702656345
66201,2,4,0.07561392348302817
66202,2,5,0.07561391702656345
66203,2,1,42.69640495710001
66204,2,5,0.07561391702656345
66205,2,4,0.07561392348302817
66206,2,4,0.07561392348302817
66207,2,4,0.07561392348302817
66209,2,5,0.07561391702656345
66210,2,1,76.79355097427455
66211,2,4,0.07561392348302817
66212,2,4,0.07561392348302817
66213,2,4,0.07561392348302817
66215,2,1,63.272434252803684
66216,2,4,0.07561391702656345
66217,2,4,0.07561392348302817
66218,2,1,94.87652612505757
66220,2,5,0.07561391702656345
66221,2,1,84.72235794856766
66222,2,1,86.73645907811374
66223,2,4,0.07561392348302817
66224,2,4,0.07561392348302817
66225,2,5,0.07561391702656345
66226,2,5,0.07561391702656345
66227,2,5,0.07561391702656345
66228,2,5,0.07561391702656345
66229,2,5,0.07561391702656345
66230,2,3,11.914609032187075
66231,2,4,0.0756139398394726
66232,2,1,78.06477972864202
66233,2,1,105.61995904184866
66234,2,5,0.07561391702656345
66235,2,4,0.07561392348302817
66236,2,5,0.07561391702656345
66237,2,4,0.07561392348302817
66238,2,1,95.73112327435604
66239,2,5,0.07561391702656345
66240,2,4,0.07561392348302817
66241,2,1,89.82643018901646
66242,2,0,0.04673018417056773
66243,2,4,0.07561392348302817
66244,2,5,0.07561391702656345
66245,2,3,5.439911033101051
66246,2,4,0.07561392348302817
66248,2,5,0.07561391702656345
66249,2,5,0.07561391702656345
66250,2,4,0.07561392348302817
66251,2,5,0.07561391702656345
66252,2,5,0.07561391702656345
66253,2,5,0.07561391702656345
66254,2,4,0.07561392348302817
66255,2,5,0.07561391702656345
66257,2,4,0.07561392348302817
66258,2,4,0.07561392348302817
66259,2,4,0.07561392348302817
66260,2,5,0.07561391702656345
66261,2,3,12.102401789594458
66262,2,4,0.07561392348302817
66264,2,4,0.07561392348302817
66265,2,1,60.54345350553483
66266,2,1,76.934270219193
66267,2,5,0.07561391702656345
66268,2,4,0.07561392348302817
66269,2,4,0.07561392348302817
66271,2,5,0.07561391702656345
66272,2,4,0.07561392348302817
66273,2,3,5.933371186245461
66275,2,5,0.07561391702656345
66276,2,4,0.07561392348302817
66277,2,4,0.07561392348302817
66278,2,4,0.07561392348302817
66280,2,5,0.07561391702656345
66281,2,5,0.07561391702656345
66282,2,5,0.07561391702656345
66283,2,3,11.692894453074972
66284,2,1,32.19488061450973
66285,2,4,0.07561392348302817
66286,2,4,0.07561392348302817
66287,2,4,0.07561392348302817
66288,2,3,10.59189826861421
66289,2,3,5.216090560702336
66290,2,5,0.07561391702656345
66291,2,0,0.026943998461153886
