Indice,Dispositivo,TipologiaAttacco,RMSE:
32513,2,1,85.41748598110016
32519,2,1,106.85295042676546
32525,2,1,78.66896188171091
32527,2,1,61.75395651328861
32529,2,1,78.44549995887076
32541,2,1,85.50590778475333
32544,2,1,33.98617124686077
32545,2,1,87.8483786295545
32551,2,1,71.14480540392717
32560,2,1,95.87537889078149
32572,2,1,87.27963767279394
32576,2,1,87.61266500464066
32578,2,1,100.08391920997157
32581,2,1,72.03317739099786
32582,2,1,96.59171055326534
32590,2,1,89.10921416988116
32593,2,1,68.50452839099955
32599,2,1,48.009008239468585
32602,2,1,29.308132025518233
32610,2,1,103.44020520922595
32611,2,1,49.08309823827151
32612,2,1,100.18677134397748
32613,2,1,60.165428233844
32619,2,1,102.13776380535684
32621,2,1,69.71340688568083
32628,2,1,21.530469368211048
32633,2,1,41.47550778662872
32637,2,1,107.34252462007642
32641,2,1,41.2914658313865
32661,2,1,62.470402871666835
32663,2,1,48.97607186508909
32666,2,1,35.441252042712506
32669,2,1,95.87971623116674
32673,2,1,46.78768045182205
32674,2,1,21.630536664814308
32684,2,1,78.39496158443258
32689,2,1,41.99263249058091
32696,2,1,65.91217680034632
32703,2,1,49.80771588437918
32706,2,1,73.06656581888237
32712,2,1,18.97853280256645
32722,2,1,94.30830086337022
32724,2,1,25.8890651092085
32741,2,1,86.70606623779206
32750,2,1,44.84581899221754
32771,2,1,98.40973606763892
32788,2,1,83.75012725483194
32789,2,1,90.38645531847158
32808,2,1,30.2398753562821
32810,2,1,80.50492813572616
32811,2,1,63.86273906671993
32813,2,1,95.75072293276814
32817,2,1,44.52288604423213
32818,2,1,17.587004219292528
32819,2,1,51.21295808396821
32822,2,1,41.66001828343756
32830,2,1,86.62484726192869
32839,2,1,35.26639142167705
32848,2,1,107.40662154037591
32853,2,1,99.48307244542524
32854,2,1,40.76174741092251
32860,2,1,48.56336618280349
32867,2,1,40.83882137189601
32871,2,1,90.54746277980031
32873,2,1,27.68605111292105
32874,2,1,87.38633686968709
32876,2,1,88.93747374961846
32877,2,1,87.23906733635926
32890,2,1,81.75639965056443
32895,2,1,43.9472232309276
32896,2,5,0.13434697354802486
32897,2,1,44.399897348624926
32900,2,1,65.32684410501122
32902,2,5,0.13434697354802486
32904,2,1,38.573400718006916
32909,2,1,93.02497560649125
32910,2,3,11.96948419366368
32911,2,5,0.13434697354802486
32912,2,5,0.13434697354802486
32918,2,5,0.13434697354802486
32919,2,1,107.98642029538746
32921,2,5,0.13434697354802486
32923,2,1,86.97497160047618
