Indice,Dispositivo,TipologiaAttacco,RMSE:
2,2,3,8.547713769354736
13,2,4,0.35557898377837904
15,2,4,0.35557898377837904
21,2,5,0.35557890600190145
31,2,0,0.20963786571619986
45,2,5,0.35557890600190145
46,2,2,141.9108014346452
51,2,2,117.73389692743207
69,2,0,0.2771865280619792
97,2,2,87.64575544893049
98,2,2,79.77001302341323
100,2,4,0.35557898377837904
127,2,3,9.266702658691708
128,2,1,170.23907475344666
144,2,2,178.81248102283504
156,2,0,0.26646855100590033
157,2,0,0.2537278727570914
159,2,4,0.35557898377837904
166,2,0,0.26611883188859986
183,2,4,0.35557898377837904
186,2,0,0.20537151399806733
194,2,5,0.35557890600190145
195,2,5,0.35557890600190145
211,2,2,132.08679634122737
212,2,1,133.882752740526
213,2,5,0.35557890600190145
214,2,5,0.35557890600190145
234,2,0,0.2630355738179419
243,2,2,117.6023658266614
255,2,0,0.25372849142918824
282,2,4,0.35557898759000456
315,2,0,0.2677101016479504
346,2,0,0.25936914236999403
359,2,2,173.75026300926652
361,2,0,0.24782641608981
366,2,3,5.809091104553426
377,2,0,0.22090234268263306
391,2,4,0.35557898377837904
395,2,0,0.15344622367222502
406,2,5,0.35557890600190145
409,2,0,0.2580552323588427
411,2,4,0.35557898377837904
412,2,0,0.2703792722237538
426,2,0,0.2588078975893998
430,2,5,0.35557890600190145
444,2,0,0.2682686077024954
452,2,4,0.35557898377837904
466,2,0,0.2775508349967702
474,2,0,0.27148558490904134
481,2,1,217.33317096138555
500,2,5,0.35557890600190145
513,2,0,0.2423804157738225
540,2,0,0.2614987003201083
552,2,1,88.57287152679376
564,2,5,0.35557890600190145
571,2,0,0.26487509545377896
574,2,5,0.35557890600190145
599,2,5,0.35557890600190145
600,2,4,0.35557898377837904
605,2,5,0.35557890600190145
615,2,0,0.2487239020833668
628,2,1,208.10085778482002
637,2,0,0.25016313614484453
642,2,4,0.35557898759000456
671,2,0,0.25810799874067586
681,2,2,142.35565991444196
684,2,5,0.35557890600190145
691,2,0,0.2440476833008248
699,2,5,0.35557890600190145
711,2,0,0.2537105059243155
723,2,2,24.137112260903717
735,2,4,0.35557898377837904
736,2,0,0.2750956454726579
759,2,0,0.27436094803739364
761,2,5,0.35557890600190145
763,2,3,20.618936601938206
782,2,2,162.7904766372588
799,2,4,0.35557898377837904
807,2,5,0.35557890600190145
812,2,2,142.62356365776282
819,2,5,0.35557890600190145
821,2,0,0.27464075773518737
825,2,0,0.2728530762279721
837,2,4,0.35557898377837904
846,2,5,0.35557890600190145
849,2,0,0.2701611035726611
868,2,4,0.35557898377837904
875,2,0,0.2697751449303537
881,2,0,0.24827942326493388
882,2,1,50.7445365867514
914,2,2,136.40711412848898
925,2,3,17.565238294988514
930,2,5,0.35557890600190145
936,2,5,0.35557890600190145
942,2,4,0.35557898759000456
943,2,3,6.238685807992296
963,2,4,0.35557898377837904
967,2,0,0.2587564347618307
972,2,0,0.24923758478274582
975,2,5,0.35557890600190145
976,2,4,0.35557898377837904
986,2,0,0.2537190349655263
988,2,2,171.14423163783036
999,2,0,0.18898422659692207
1005,2,1,272.91863505231447
1015,2,5,0.35557890600190145
1023,2,0,0.27200882798206205
1035,2,0,0.27605117052577627
1051,2,5,0.35557890600190145
1060,2,4,0.35557898377837904
1067,2,4,0.35557898377837904
1069,2,0,0.27736764318481466
1082,2,1,80.33752798037204
1084,2,1,253.64423995736337
1086,2,0,0.25821201938890465
1087,2,3,14.503155174671333
1096,2,2,163.92529588163976
1105,2,0,0.2676083547438249
1109,2,4,0.35557898377837904
1140,2,5,0.35557890600190145
1151,2,4,0.35557898377837904
1155,2,5,0.35557890600190145
1160,2,2,129.35329619918122
1175,2,4,0.35557898377837904
1181,2,0,0.2587778184274307
1187,2,0,0.2695722164423709
1205,2,5,0.3555789487017655
1215,2,5,0.3555789487017655
1227,2,4,0.35557898377837904
1255,2,3,11.357219094170302
1258,2,4,0.35557898377837904
1259,2,5,0.35557890600190145
1282,2,4,0.35557898377837904
1285,2,4,0.35557898377837904
1291,2,0,0.2537247583341421
1309,2,5,0.35557890600190145
1322,2,1,251.27966553747578
1336,2,0,0.26336111178547666
1354,2,0,0.2692378340327787
1374,2,3,8.682609092861297
1376,2,0,0.25372815810665644
1403,2,3,9.794448680606697
1419,2,5,0.35557890600190145
1427,2,1,191.40128274090262
1430,2,4,0.35557898377837904
1442,2,5,0.35557890600190145
1455,2,1,180.22432034349757
1460,2,2,138.9362583825958
1462,2,0,0.24704000971776965
1475,2,5,0.35557890600190145
1496,2,0,0.24618488953083772
1498,2,5,0.35557890600190145
1510,2,5,0.35557890600190145
1511,2,0,0.2649523948420484
1521,2,0,0.269653897079863
1522,2,5,0.35557890600190145
1535,2,2,175.1233155952581
1544,2,4,0.35557898377837904
1545,2,4,0.35557898759000456
