Indice,Dispositivo,TipologiaAttacco,RMSE:
1,2,5,0.32824794586050404
12,2,3,21.603110956667578
17,2,5,0.32824794586050404
53,2,0,0.06259585192154457
62,2,4,0.32824797992950727
63,2,0,0.027153303026934635
68,2,5,0.32824794586050404
80,2,5,0.32824794586050404
81,2,4,0.32824797992950727
96,2,4,0.32824797992950727
104,2,4,0.32824797992950727
119,2,0,0.4073967995563922
126,2,5,0.32824794586050404
130,2,4,0.32824797992950727
131,2,0,0.021197539001692706
134,2,0,0.0350307790053525
136,2,5,0.32824794586050404
143,2,1,217.23743941851419
151,2,4,0.32824797992950727
158,2,0,0.04949988236597654
173,2,0,0.026929573604442373
184,2,1,255.22979203797584
193,2,0,0.25556219532165375
201,2,4,0.32824794586050404
225,2,4,0.32824797992950727
230,2,3,21.64028525367576
235,2,4,0.32824797992950727
242,2,5,0.32824794586050404
244,2,0,0.2823483701243228
260,2,1,230.79988784430995
261,2,0,0.05889578111877854
273,2,5,0.32824794547443015
275,2,5,0.32824794586050404
291,2,4,0.32824797992950727
319,2,3,14.224481173038413
328,2,0,0.027762449964049443
335,2,5,0.32824794586050404
336,2,4,0.32824797992950727
339,2,5,0.32824794586050404
345,2,1,210.6173596478311
369,2,0,0.44044367873147416
372,2,4,0.32824797992950727
381,2,0,0.01701132042894397
393,2,5,0.32824794586050404
398,2,3,22.031663328473954
415,2,2,119.78210546623963
436,2,5,0.32824794586050404
467,2,4,0.32824797992950727
472,2,2,40.777396681822296
480,2,5,0.32824794586050404
512,2,0,0.0039045355427936197
535,2,2,159.31388906915805
546,2,4,0.32824797992950727
547,2,5,0.32824794586050404
549,2,4,0.32824797992950727
575,2,2,35.36941867833073
577,2,4,0.32824797992950727
592,2,4,0.32824797992950727
602,2,0,0.032971423543948254
613,2,0,0.024955158875241974
635,2,3,20.99708858692112
636,2,4,0.32824797992950727
638,2,5,0.32824794547443015
640,2,0,0.05526875692896875
648,2,5,0.32824794586050404
652,2,0,0.030278406665653314
680,2,4,0.32824797992950727
686,2,1,237.29675853260787
695,2,0,0.08441080104851156
706,2,1,193.6162586362176
728,2,1,94.39207129717028
729,2,5,0.32824794586050404
740,2,0,0.031202553838041554
762,2,5,0.32824794586050404
781,2,0,0.4255540495020075
784,2,4,0.32824797992950727
794,2,0,0.024170659295711765
806,2,4,0.32824797992950727
809,2,4,0.32824797992950727
817,2,0,0.027175819163468243
835,2,2,120.68930504088668
839,2,3,11.113285799753324
866,2,5,0.32824794586050404
895,2,1,135.79397164705534
898,2,0,0.031600060317829144
900,2,1,148.02468836923518
906,2,1,49.241676285476096
