Indice,Dispositivo,TipologiaAttacco,RMSE:
65737,2,2,58.47513795805837
65741,2,2,62.25440593308562
65742,2,2,38.167416656389555
65752,2,2,48.44511589161533
65755,2,2,51.290013788644394
65763,2,2,67.31427672599114
65781,2,2,56.24779766078723
65784,2,2,18.658775561356954
65795,2,2,48.92986026689191
65804,2,2,68.45593443252727
65807,2,2,43.10309050861285
65819,2,2,48.946196728660865
65831,2,2,47.430936009270845
65836,2,2,21.010879311219295
65838,2,2,62.41182352998463
65848,2,2,55.72345747455792
65855,2,2,65.48050344347278
65862,2,2,62.522969267283955
65898,2,2,60.61471253694777
65923,2,2,52.556962661445695
65926,2,2,17.526924238731468
65935,2,2,19.23915975142778
65965,2,4,0.07944239039294501
65966,2,4,0.07944239039294501
65967,2,4,0.07944239039294501
65969,2,4,0.07944239039294501
65974,2,4,0.07944239039294501
65975,2,4,0.07944239039294501
65976,2,4,0.07944239039294501
65981,2,4,0.07944239039294501
65982,2,4,0.07944238175895314
65985,2,4,0.07944238175895314
65988,2,2,45.126815576296146
65993,2,2,65.0495797522371
65995,2,4,0.07944239039294501
65998,2,4,0.07944239039294501
66002,2,4,0.07944239039294501
66003,2,1,97.26657537363903
66004,2,1,73.05980406437226
66009,2,2,53.095929071855714
66010,2,1,75.38983039231913
66011,2,1,42.64238950156564
66014,2,4,0.07944239039294501
66015,2,4,0.07944237752550307
66017,2,4,0.07944239039294501
66019,2,2,14.62408452667826
66020,2,1,34.39882623456859
66021,2,1,37.64297291215981
66022,2,2,58.74798547306824
66024,2,4,0.07944239039294501
66025,2,1,87.2353278454358
66026,2,2,8.652505100923385
66027,2,1,64.50256283185713
66028,2,4,0.07944239039294501
66029,2,4,0.07944239039294501
66030,2,4,0.07944239039294501
66033,2,4,0.07944239039294501
66034,2,4,0.07944239039294501
66035,2,1,87.72641145972582
66036,2,4,0.07944239039294501
66037,2,4,0.07944239039294501
66039,2,4,0.07944239039294501
66040,2,2,47.773871903811504
66041,2,4,0.07944238175895314
66042,2,4,0.07944239039294501
66049,2,4,0.07944239039294501
66051,2,2,37.27224757912857
66052,2,1,84.51838628922441
66053,2,4,0.07944239039294501
66055,2,4,0.07944239039294501
66058,2,4,0.07944239039294501
66059,2,4,0.07944239039294501
66062,2,2,34.34091097118179
66063,2,4,0.07944239039294501
66064,2,1,76.67002453231726
66065,2,4,0.07944239039294501
66066,2,4,0.07944239039294501
66069,2,4,0.07944239039294501
66070,2,4,0.07944239039294501
66072,2,1,92.07038639479597
66073,2,1,105.89346233603433
66074,2,1,68.59829504963669
66075,2,1,56.524279103102096
66076,2,4,0.07944239039294501
66077,2,4,0.07944239039294501
66078,2,2,68.12575479042869
66079,2,2,62.542901771643976
66082,2,4,0.07944239039294501
66083,2,4,0.07944239039294501
66085,2,4,0.07944239039294501
66086,2,1,47.84363322249352
66087,2,4,0.07944239039294501
66089,2,2,10.305761274523443
66091,2,4,0.07944239039294501
66092,2,4,0.07944238175895314
66093,2,4,0.07944238175895314
66097,2,1,72.93105620976246
66098,2,1,50.04645565570412
66099,2,1,86.03809180080707
66100,2,2,17.029262811704374
66101,2,4,0.07944239039294501
66105,2,4,0.07944239039294501
66106,2,4,0.07944239039294501
66107,2,1,57.66146645026069
66108,2,2,45.36158193028583
66109,2,4,0.07944239039294501
66110,2,1,108.52772543704278
66111,2,4,0.07944239039294501
66112,2,4,0.07944239039294501
66114,2,4,0.07944239039294501
66116,2,4,0.07944239039294501
66118,2,4,0.07944239039294501
66119,2,4,0.07944239039294501
66120,2,4,0.07944239039294501
66121,2,2,16.346010558325606
66122,2,4,0.07944239039294501
66127,2,4,0.07944239039294501
66128,2,4,0.07944239039294501
66130,2,1,52.366138647572626
66132,2,2,54.21417261090746
66135,2,4,0.07944239039294501
66137,2,4,0.07944239039294501
66139,2,1,48.68081038158964
66141,2,1,18.01174730285183
66142,2,1,61.7096785604561
66143,2,4,0.07944239039294501
66147,2,2,52.85495051344925
66149,2,4,0.07944238175895314
66150,2,1,29.62795114623207
66155,2,2,43.34774731686193
66157,2,4,0.07944239039294501
66161,2,4,0.07944239039294501
66163,2,4,0.07944239039294501
66164,2,1,48.59448322511971
66166,2,4,0.07944239039294501
66167,2,4,0.07944239039294501
66169,2,1,61.571911045841254
66173,2,4,0.07944239039294501
66174,2,1,107.77700193278012
66176,2,1,88.37034215544642
66177,2,4,0.07944239039294501
66179,2,5,0.07944237752550307
66180,2,2,57.546885336353206
66181,2,5,0.07944237752550307
66182,2,5,0.07944237752550307
66183,2,2,14.030420140630046
66184,2,2,44.93866865648603
66185,2,4,0.07944239039294501
66187,2,4,0.07944239039294501
66188,2,5,0.07944237752550307
66189,2,1,54.42535513975089
66190,2,4,0.07944239039294501
66191,2,2,47.19628236013832
66192,2,4,0.07944239039294501
66193,2,4,0.07944239039294501
66194,2,4,0.07944239039294501
