Indice,Dispositivo,TipologiaAttacco,RMSE:
24534,2,5,0.07561391702656345
24536,2,5,0.07561391702656345
24543,2,5,0.07561391702656345
24546,2,5,0.07561391702656345
24549,2,5,0.07561391702656345
24551,2,5,0.07561391702656345
24556,2,5,0.07561391702656345
24563,2,5,0.07561391702656345
24564,2,5,0.07561391702656345
24572,2,5,0.07561391702656345
24575,2,5,0.07561391702656345
24577,2,5,0.07561391702656345
24581,2,5,0.07561391702656345
24585,2,5,0.07561391702656345
24587,2,5,0.07561391702656345
24589,2,5,0.07561391702656345
24590,2,5,0.07561391702656345
24593,2,5,0.07561391702656345
24594,2,5,0.07561391702656345
24596,2,5,0.07561391702656345
24606,2,5,0.07561391702656345
24608,2,5,0.07561391702656345
24612,2,5,0.07561391702656345
24614,2,5,0.07561391702656345
24619,2,5,0.07561391702656345
24623,2,5,0.07561391702656345
24624,2,5,0.07561391702656345
24626,2,5,0.07561391702656345
24630,2,5,0.07561391702656345
24632,2,5,0.07561391702656345
24638,2,5,0.07561391904128645
24639,2,5,0.07561391904128645
24640,2,5,0.07561391702656345
24645,2,5,0.07561391702656345
24657,2,5,0.07561391702656345
24658,2,5,0.07561391702656345
24661,2,5,0.07561391702656345
24663,2,5,0.07561391702656345
24666,2,5,0.07561391702656345
24672,2,5,0.07561391702656345
24677,2,5,0.07561391702656345
24678,2,5,0.07561391702656345
24680,2,5,0.07561391702656345
24688,2,5,0.07561391702656345
24693,2,5,0.07561391702656345
24694,2,5,0.07561391702656345
24695,2,5,0.07561391702656345
24699,2,5,0.07561391702656345
24703,2,5,0.07561391702656345
24710,2,5,0.07561391702656345
24711,2,5,0.07561391702656345
24719,2,5,0.07561391702656345
24721,2,5,0.07561391702656345
24723,2,5,0.07561391702656345
24727,2,5,0.07561391702656345
24730,2,5,0.07561391702656345
24731,2,5,0.07561391702656345
24732,2,5,0.07561391702656345
24733,2,5,0.07561391702656345
24736,2,5,0.07561391702656345
24739,2,5,0.07561391702656345
24745,2,5,0.07561391702656345
24746,2,5,0.07561391904128645
24749,2,5,0.07561391904128645
24751,2,5,0.07561391702656345
24753,2,5,0.07561391702656345
24756,2,5,0.07561391702656345
24757,2,5,0.07561391702656345
24762,2,5,0.07561391702656345
24767,2,5,0.07561391702656345
24769,2,5,0.07561391702656345
24770,2,5,0.07561391702656345
24772,2,5,0.07561391702656345
24773,2,5,0.07561391702656345
24774,2,0,0.01860678406939253
24779,2,0,0.03364595762687089
24780,2,5,0.07561391702656345
24781,2,5,0.07561391702656345
24790,2,5,0.07561391702656345
24791,2,5,0.07561391702656345
24793,2,5,0.07561391702656345
24797,2,0,0.04625337517903928
24799,2,5,0.07561391702656345
24800,2,1,83.66636020095811
24801,2,5,0.07561391702656345
24803,2,1,34.87002973084874
24804,2,5,0.07561391702656345
24805,2,5,0.07561391702656345
24809,2,5,0.07561391702656345
24810,2,5,0.07561391702656345
24811,2,5,0.07561391702656345
24814,2,5,0.07561391702656345
24815,2,1,95.88446019878393
24818,2,4,0.07561392348302817
24819,2,1,48.30153366826328
24820,2,4,0.0756139398394726
24821,2,4,0.07561392348302817
24822,2,1,77.45253617605711
24823,2,1,36.56800874870236
24824,2,4,0.07561392348302817
24826,2,1,72.73245890175048
24827,2,3,10.235677488645441
24828,2,5,0.07561391702656345
24830,2,5,0.07561391702656345
24831,2,1,101.06017908730266
24832,2,4,0.07561392348302817
24833,2,5,0.07561391702656345
24834,2,4,0.07561392348302817
24835,2,4,0.07561392348302817
24836,2,3,11.984281945053768
24837,2,5,0.07561391702656345
24838,2,3,8.057523954257778
24839,2,1,96.78657056775727
24840,2,4,0.07561391702656345
24841,2,5,0.07561391702656345
24842,2,5,0.07561391702656345
24844,2,4,0.07561392348302817
24845,2,1,63.675991189606776
24847,2,5,0.07561391702656345
24848,2,4,0.07561392348302817
24849,2,1,74.49995913827875
24850,2,4,0.07561392348302817
24851,2,4,0.07561392348302817
24852,2,4,0.07561392348302817
24853,2,5,0.07561391702656345
24854,2,1,84.22999564601372
24855,2,4,0.0756139398394726
24856,2,4,0.0756139398394726
24857,2,5,0.07561391702656345
24858,2,4,0.07561392348302817
24859,2,4,0.07561392348302817
24860,2,5,0.07561391702656345
24861,2,5,0.07561391702656345
24862,2,1,86.49678000040443
24863,2,4,0.07561392348302817
24864,2,5,0.07561391702656345
24865,2,4,0.07561392348302817
24866,2,5,0.07561391702656345
24867,2,4,0.07561392348302817
24868,2,5,0.07561391702656345
24869,2,5,0.07561391702656345
24870,2,5,0.07561391702656345
24871,2,1,17.157090968699176
24874,2,5,0.07561391702656345
24876,2,4,0.07561392348302817
