Indice,Dispositivo,TipologiaAttacco,RMSE:
30,2,0,0.04127871815230785
39,2,0,0.03686730971987575
50,2,5,0.2697132867117223
52,2,1,186.58358139935078
67,2,5,0.2697132867117223
68,2,0,0.054046954599752346
74,2,3,21.801081176016545
76,2,2,88.35808488097034
80,2,0,0.03688546508961859
106,2,5,0.2697132867117223
114,2,4,0.2697133059868431
120,2,0,0.038213606385228534
149,2,0,0.03830280982779567
163,2,0,0.03934054078665103
172,2,0,0.07681919076218745
178,2,0,0.0380289506014294
204,2,1,106.44188971263345
208,2,0,0.03535215873974695
210,2,0,0.03424312476871771
219,2,0,0.03125876223878133
221,2,0,0.028485449310953346
255,2,4,0.2697133059868431
258,2,0,0.03317193414099599
272,2,0,0.03687760695870071
286,2,1,104.65986606066059
290,2,0,0.02790320801066573
295,2,4,0.2697133059868431
302,2,0,0.03803403671173967
304,2,2,126.20709552441166
344,2,2,51.799809288781816
357,2,4,0.2697133050024311
360,2,0,0.03509236411435301
365,2,4,0.2697133059868431
367,2,2,90.52412340973221
374,2,3,18.920915333502197
375,2,2,119.20604871365605
390,2,0,0.03350210615574077
400,2,4,0.2697133059868431
405,2,3,11.603919280133752
408,2,0,0.17230889896136506
409,2,0,0.061884725497509584
416,2,5,0.2697132867117223
418,2,5,0.2697132867117223
432,2,0,0.04818845457115142
433,2,0,0.0408858220937689
437,2,5,0.2697132867117223
438,2,4,0.2697133059868431
462,2,4,0.2697133059868431
464,2,4,0.2697133059868431
470,2,2,133.71803456524142
475,2,0,0.023049369090029907
500,2,5,0.2697132867117223
503,2,0,0.029581624609192062
512,2,5,0.2697132867117223
516,2,0,0.024100316062020934
524,2,0,0.03578308739995093
539,2,3,16.574560584893327
542,2,1,158.99804129533575
545,2,1,190.81570410923104
555,2,2,25.378826609914213
557,2,5,0.2697132867117223
558,2,4,0.2697133059868431
566,2,0,0.025588003271388948
576,2,0,0.03611234252966873
590,2,0,0.04455000523352433
599,2,0,0.04008027680454194
602,2,1,104.39303460181137
614,2,1,67.23330915258325
640,2,5,0.2697132867117223
649,2,0,0.039164926185507265
