Indice,Dispositivo,TipologiaAttacco,RMSE:
41109,2,1,54.56283941480094
41114,2,1,19.094317112890945
41121,2,1,40.64666433218059
41140,2,1,87.87746297993917
41147,2,1,108.30394019182992
41156,2,1,83.82565032663544
41162,2,1,106.52628575370979
41168,2,1,107.30336377856221
41172,2,4,0.10953612056315021
41173,2,1,93.93531985304443
41174,2,4,0.10953612056315021
41177,2,4,0.10953612056315021
41179,2,4,0.10953612056315021
41180,2,1,70.55774654890092
41182,2,4,0.10953612056315021
41187,2,4,0.10953612056315021
41188,2,1,105.09413588844816
41189,2,1,63.54576550135606
41190,2,4,0.10953612056315021
41191,2,1,98.11206672157927
41193,2,4,0.10953612056315021
41194,2,1,43.787722180610984
41200,2,4,0.10953612056315021
41202,2,1,52.11127115247463
41203,2,4,0.10953612056315021
41204,2,4,0.10953612056315021
41205,2,1,86.8231281452267
41207,2,4,0.10953612056315021
41208,2,4,0.10953612056315021
41209,2,1,89.93201835688566
41210,2,4,0.1095361226959397
41211,2,4,0.1095361226959397
41213,2,1,39.87141224561804
41215,2,2,59.08399148156592
41217,2,4,0.10953612056315021
41219,2,4,0.10953612056315021
41221,2,4,0.10953612056315021
41222,2,4,0.10953612056315021
41227,2,4,0.10953612056315021
41228,2,4,0.10953612056315021
41229,2,1,24.557956202373518
41230,2,1,20.25123433116982
41234,2,2,13.938019339639677
41236,2,2,29.263670706439537
41237,2,4,0.10953612056315021
41239,2,1,103.13772412657141
41240,2,4,0.10953612056315021
41246,2,4,0.10953612056315021
41247,2,2,17.35915461282594
41248,2,4,0.10953612056315021
41249,2,1,31.438368634998817
41250,2,4,0.10953612056315021
41251,2,4,0.10953612056315021
41255,2,2,19.632637392240103
41256,2,1,31.51024975884437
41258,2,1,70.08834007514702
41261,2,4,0.10953612056315021
41263,2,4,0.10953612056315021
41266,2,1,61.934973993167
41272,2,4,0.10953612056315021
41275,2,1,65.45810991626969
41276,2,4,0.10953612056315021
41277,2,1,87.53141000113364
41283,2,4,0.1095361226959397
41284,2,4,0.10953612056315021
41287,2,4,0.10953612056315021
41289,2,2,30.764548011761743
41290,2,1,100.707234343739
41291,2,4,0.10953612056315021
41292,2,1,66.12704260533411
41293,2,4,0.10953612056315021
41296,2,4,0.10953612056315021
41301,2,1,43.58553330856084
41304,2,4,0.10953612056315021
41305,2,4,0.10953612056315021
41306,2,4,0.10953612056315021
41307,2,4,0.10953612056315021
41312,2,4,0.10953612056315021
41313,2,1,57.69058253969538
41314,2,2,68.18700303804314
41315,2,2,45.07597685316841
41318,2,4,0.10953612056315021
41321,2,1,77.42852803449604
41322,2,4,0.10953612056315021
41323,2,4,0.10953612056315021
41325,2,1,37.39340985865808
41326,2,4,0.10953612056315021
41327,2,2,36.89279265463838
41328,2,4,0.10953612056315021
41329,2,4,0.10953612056315021
41330,2,4,0.10953612056315021
41332,2,1,104.568218933498
41333,2,1,27.08352638250763
41335,2,4,0.10953612056315021
41336,2,4,0.1095361226959397
41337,2,4,0.1095361226959397
41338,2,4,0.10953612056315021
41339,2,1,88.29971827679118
41340,2,4,0.10953612056315021
41341,2,2,34.37814714924948
41342,2,2,24.03758830936983
41345,2,1,85.63305970843562
41346,2,2,35.46634094693286
41348,2,1,105.85619908513277
41350,2,4,0.10953612056315021
41351,2,4,0.10953612056315021
41352,2,1,68.34274658663186
41354,2,1,38.94236506455589
41356,2,2,68.91161132214143
41357,2,1,101.9115812919711
41360,2,4,0.10953612056315021
41364,2,4,0.10953612056315021
41365,2,4,0.10953612056315021
41367,2,4,0.10953612056315021
41368,2,1,107.02525092495543
41369,2,4,0.10953612056315021
41373,2,4,0.10953612056315021
41374,2,1,67.15066276273599
41378,2,2,51.05519458921848
41379,2,2,26.755568825221584
41380,2,4,0.10953612056315021
41381,2,4,0.10953612056315021
41385,2,1,62.24084903627393
41386,2,4,0.10953612056315021
41388,2,4,0.10953612056315021
41389,2,4,0.10953612056315021
41390,2,4,0.1095361226959397
41391,2,4,0.1095361226959397
41392,2,4,0.10953612056315021
41396,2,5,0.10953609648951218
41397,2,5,0.10953609648951218
41398,2,4,0.10953612056315021
41399,2,5,0.10953609648951218
41400,2,5,0.10953609648951218
41401,2,4,0.10953612056315021
41403,2,1,109.10927501972533
41405,2,2,53.93266729621134
41406,2,5,0.10953609648951218
41407,2,4,0.10953612056315021
41408,2,4,0.10953612056315021
41409,2,4,0.10953612056315021
41410,2,5,0.10953609648951218
41411,2,2,67.7595595328246
41412,2,1,93.08780006530199
41413,2,4,0.10953612056315021
41414,2,2,16.097895705749586
41415,2,2,18.65443248717375
41416,2,4,0.10953612056315021
41417,2,5,0.10953609648951218
41418,2,5,0.10953609648951218
41420,2,1,82.3284716721883
41422,2,4,0.10953612056315021
41423,2,4,0.10953612056315021
41424,2,4,0.10953612056315021
41425,2,4,0.10953612056315021
41426,2,5,0.10953609648951218
41428,2,1,37.51174057720214
41429,2,1,102.78291468815516
41430,2,4,0.1095361226959397
41431,2,4,0.1095361226959397
41432,2,5,0.10953609648951218
41433,2,4,0.10953612056315021
41435,2,5,0.10953609648951218
41436,2,1,28.276017630320126
41437,2,5,0.10953609648951218
41438,2,5,0.10953609648951218
41439,2,5,0.10953609648951218
41440,2,1,46.20909998018431
41441,2,5,0.10953609648951218
41442,2,5,0.10953609648951218
41443,2,4,0.10953612056315021
41444,2,2,48.79555903213515
41445,2,5,0.10953609648951218
41446,2,1,88.02304202346396
41447,2,1,106.26561349880261
41448,2,5,0.10953609648951218
41449,2,4,0.10953612056315021
41450,2,2,65.81257869187672
41451,2,5,0.10953609648951218
41452,2,4,0.10953612056315021
41453,2,1,31.471635654463977
41454,2,5,0.10953609648951218
41455,2,5,0.10953609648951218
41456,2,4,0.10953612056315021
41457,2,1,59.01276076493049
41458,2,4,0.10953612056315021
41460,2,5,0.10953609648951218
41461,2,4,0.10953612056315021
41462,2,5,0.10953609648951218
41463,2,5,0.10953609648951218
41464,2,4,0.1095361226959397
41466,2,4,0.1095361226959397
41467,2,4,0.10953612056315021
41469,2,5,0.10953609648951218
41470,2,4,0.10953612056315021
41471,2,4,0.10953612056315021
41472,2,4,0.10953612056315021
41473,2,5,0.10953609648951218
41474,2,2,70.02176272207284
41475,2,4,0.10953612056315021
41476,2,4,0.10953612056315021
41477,2,1,84.43780584080605
41478,2,5,0.10953609648951218
41479,2,4,0.10953612056315021
41480,2,4,0.10953612056315021
41481,2,4,0.10953612056315021
41482,2,4,0.10953612056315021
41483,2,4,0.10953612056315021
41484,2,1,65.22193932869514
41485,2,5,0.10953609648951218
41486,2,5,0.10953609648951218
41487,2,4,0.10953612056315021
41488,2,1,84.59033282034947
41491,2,5,0.10953609648951218
41492,2,4,0.10953612056315021
41493,2,5,0.10953609648951218
41494,2,1,97.8071777101255
41495,2,4,0.10953612056315021
41496,2,1,38.57545369962413
41497,2,4,0.10953612056315021
41498,2,1,59.21443252043212
41499,2,4,0.10953612056315021
41500,2,1,104.13869162181486
41501,2,5,0.10953609862230214
41502,2,4,0.10953612056315021
41503,2,4,0.10953612056315021
41504,2,4,0.10953612056315021
41505,2,5,0.10953609648951218
41506,2,4,0.10953612056315021
41507,2,3,11.341632041091081
41508,2,4,0.10953612056315021
41509,2,4,0.10953612056315021
41510,2,5,0.10953609648951218
41511,2,4,0.10953612056315021
41512,2,5,0.10953609648951218
41513,2,5,0.10953609648951218
41514,2,1,86.7440955599556
41515,2,5,0.10953609648951218
41516,2,4,0.10953612056315021
41517,2,4,0.10953612056315021
41518,2,5,0.10953609648951218
41519,2,5,0.10953609648951218
41520,2,4,0.10953612056315021
41521,2,4,0.10953612056315021
41522,2,1,60.22300157847959
41523,2,4,0.10953612056315021
41524,2,5,0.10953609648951218
41526,2,1,50.70479807238934
41527,2,1,93.24405559747483
41528,2,1,100.8637337362522
41529,2,5,0.10953609648951218
41530,2,5,0.10953609648951218
41531,2,1,21.401277573687846
41532,2,4,0.10953612056315021
41533,2,5,0.10953609862230214
41534,2,3,10.98485626163628
41535,2,2,22.22545715879526
41537,2,5,0.10953609648951218
41538,2,4,0.10953612056315021
41539,2,5,0.10953609648951218
41540,2,4,0.10953612056315021
41541,2,5,0.10953609648951218
41542,2,1,69.60797091511152
41543,2,3,10.151830589162545
41545,2,5,0.10953609648951218
41546,2,5,0.10953609648951218
41548,2,4,0.10953612056315021
41549,2,1,108.54213887773265
41550,2,1,88.73371174579665
41551,2,4,0.10953612056315021
41552,2,3,12.57335338885129
41553,2,5,0.10953609648951218
41554,2,4,0.10953612056315021
41555,2,3,11.879541519645946
41556,2,4,0.10953612056315021
41557,2,4,0.10953612056315021
41558,2,1,68.90065808199725
41559,2,2,70.9836719191102
41560,2,4,0.10953612056315021
41561,2,1,71.96843283680562
41562,2,5,0.10953609648951218
41563,2,1,96.70697659721328
41564,2,4,0.10953612056315021
41565,2,4,0.10953612056315021
41566,2,4,0.10953612056315021
41568,2,5,0.10953609648951218
41569,2,5,0.10953609862230214
41570,2,2,55.28078014661221
41571,2,1,97.58903141888204
41572,2,2,67.59830312348139
41573,2,3,9.939509434722357
41574,2,5,0.10953609648951218
41575,2,5,0.10953609648951218
41576,2,4,0.10953612056315021
41577,2,5,0.10953609648951218
41578,2,3,12.272513677897935
41579,2,5,0.10953609648951218
41580,2,5,0.10953609648951218
41581,2,4,0.10953612056315021
41582,2,1,38.61419272518146
41583,2,4,0.10953612056315021
41584,2,3,12.312592805475589
41585,2,4,0.10953612056315021
41586,2,5,0.10953609648951218
41587,2,5,0.10953609648951218
41588,2,2,67.42092665095178
41589,2,1,19.57623755499092
41590,2,5,0.10953609648951218
41591,2,5,0.10953609648951218
41592,2,2,69.17418412266899
41593,2,4,0.10953612056315021
41594,2,5,0.10953609648951218
41596,2,5,0.10953609648951218
41597,2,1,45.50898783981468
41598,2,5,0.10953609648951218
41599,2,4,0.10953612056315021
41600,2,5,0.10953609648951218
41601,2,4,0.10953612056315021
41602,2,2,35.92678634702857
41603,2,2,34.95689212038688
41604,2,1,103.46064787668183
41605,2,5,0.10953609648951218
41606,2,1,73.95759359865556
41607,2,4,0.10953609648951218
41608,2,4,0.10953612056315021
41609,2,4,0.10953612056315021
41610,2,5,0.10953609648951218
41611,2,4,0.10953612056315021
41612,2,1,105.87840884711918
41613,2,5,0.10953609648951218
41614,2,4,0.10953612056315021
41615,2,4,0.10953612056315021
41616,2,3,7.248804189612227
41617,2,1,76.42627111782188
41618,2,4,0.10953612056315021
41619,2,5,0.10953609648951218
41620,2,5,0.10953609648951218
41621,2,1,65.90417935013342
41622,2,4,0.10953612056315021
41623,2,4,0.10953612056315021
41624,2,5,0.10953609648951218
41625,2,5,0.10953609648951218
41626,2,4,0.10953612056315021
41627,2,4,0.10953612056315021
41628,2,1,99.3049451565562
41631,2,5,0.10953609648951218
41632,2,4,0.10953612056315021
41633,2,2,48.809308127808734
41634,2,1,69.56985078667434
41635,2,4,0.10953612056315021
41636,2,1,75.78451498757985
41637,2,3,12.523101110967321
41638,2,1,27.544755032349084
41639,2,3,10.898311581626995
41640,2,4,0.10953612056315021
41641,2,2,38.872364776073766
41642,2,4,0.10953612056315021
41643,2,5,0.10953609648951218
41644,2,2,35.42837292741227
41645,2,1,82.35585149164068
41646,2,1,48.648685064211485
41647,2,4,0.10953612056315021
41648,2,5,0.10953609648951218
41649,2,4,0.10953612056315021
41650,2,4,0.10953612056315021
41651,2,5,0.10953609648951218
41654,2,1,30.72236703369335
41655,2,5,0.10953609648951218
41656,2,1,88.23808528442042
41657,2,1,102.86514630045198
41658,2,5,0.10953609648951218
41659,2,5,0.10953609648951218
41660,2,1,28.235111904795954
41661,2,1,88.88315125838744
41662,2,1,48.51726743850152
41663,2,5,0.10953609648951218
41664,2,5,0.10953609648951218
41665,2,4,0.10953612056315021
41666,2,2,33.14026654675739
41667,2,5,0.10953609648951218
41668,2,5,0.10953609648951218
41669,2,1,85.92739890325456
41670,2,5,0.10953609862230214
41671,2,4,0.1095361226959397
41672,2,4,0.10953612056315021
41673,2,5,0.10953609648951218
41674,2,4,0.10953612056315021
41675,2,5,0.10953609648951218
41676,2,4,0.10953612056315021
41677,2,5,0.10953609648951218
41678,2,4,0.10953612056315021
41679,2,5,0.10953609648951218
41680,2,2,55.34303337348366
